G47,G48,G36,G755,G40,G733,G781,G753,G756,G720,G746,G744,G764,G716,G758,G760,G748,G717,G763,G778,G34,G728,G718,G780,G727,G37,G757,G722,G747,G538,G732,G729,G761,G762,G724,G726,G731,G759,G719,G723,G715,G552,G713,G745,G736,G725
7.2195,10.947,10.6,8.0919,9.8635,12.519,9.9666,11.233,10.107,10.668,9.7663,5.9806,11.357,10.36,11.798,12.093,9.5375,10.15,11.197,9.452,9.7558,11.596,9.6632,10.43,10.238,10.784,11.901,10.374,9.302,7.5713,6.7918,12.576,12.364,11.563,9.7066,10.298,11.36,12.024,9.801,11.744,10.357,11.606,9.9996,9.5989,10.319,9.2152
6.9655,10.584,10.316,8.0769,9.7718,12.122,9.9797,11.368,10.128,10.881,9.7025,6.3528,11.436,10.428,11.808,12.323,9.5267,9.9553,11.28,9.3003,9.764,11.434,9.8908,10.738,10.363,10.41,11.82,10.592,9.4533,7.4412,6.71,12.55,12.22,11.507,9.8925,10.206,10.811,12.068,10.195,11.71,10.235,11.227,9.8102,9.4123,10.344,9.2546
7.1125,10.79,10.25,8.222,9.9038,12.352,9.9381,11.324,9.8102,10.04,9.5409,5.9432,11.222,10.421,11.66,12.045,9.2211,9.5507,11.082,9.3785,9.1252,11.106,8.9845,10.692,9.8071,10.639,11.616,10.014,8.9973,7.4756,6.6523,11.994,12.071,11.463,9.3944,9.7831,10.413,11.75,9.6372,11.376,10.08,11.635,9.8575,9.4621,10.244,9.2778
6.7732,7.9571,7.5906,7.6095,7.3346,7.7898,7.3637,9.2431,9.32,9.5168,7.496,6.0204,9.8265,7.6306,10.252,11.2,8.8324,9.1444,10.177,7.9727,8.9575,10.068,8.8317,7.712,9.1085,8.805,10.709,9.5209,8.7241,7.289,6.4906,11.181,10.831,10.154,8.5538,9.2252,9.313,10.925,9.1051,10.327,8.4354,10.998,9.6121,9.5835,8.8834,8.638
6.928,7.9079,7.5857,7.8944,7.2652,7.8392,7.2906,9.0151,9.4706,9.37,7.3262,6.1643,9.5103,7.6391,10.293,10.735,8.7244,9.1435,9.7556,7.8422,8.9746,10.056,8.7711,7.8593,9.0758,8.6246,10.507,9.3995,8.6365,7.33,6.3398,11.094,10.45,9.9196,8.2987,9.178,8.9976,10.839,9.2879,10.378,8.151,11.365,9.7001,9.7172,8.7716,8.6256
6.9984,8.1095,7.6608,8.3368,7.5297,7.6953,7.3506,9.2618,9.1141,9.3334,7.2505,6.039,9.6527,8.2155,10.482,11.022,8.5805,9.1323,9.9409,7.9081,8.9874,9.893,8.7608,7.9888,8.5914,8.3601,10.666,9.2431,8.8388,7.5385,6.6404,11.294,11.352,10.41,8.6242,9.204,9.3111,10.815,9.0144,10.676,8.495,10.892,9.6277,9.3881,9.1942,8.552
6.9923,8.2899,8.0273,8.2944,7.5403,7.9916,7.6219,9.4698,9.6286,9.5812,7.3402,6.2501,10.044,8.3363,10.992,11.648,9.0357,8.9171,10.29,8.1326,9.3105,10.301,8.754,8.0412,8.8828,8.8032,11.041,9.7725,9.0604,7.5026,6.4982,11.425,11.566,10.658,8.8547,9.4601,9.3229,11.482,9.1643,10.883,8.8407,10.265,9.7408,9.1815,9.5831,8.715
6.8584,8.0996,7.6695,7.9773,7.3994,7.8818,7.3164,9.3018,9.591,9.563,7.2076,5.9616,9.962,7.9938,10.832,11.339,8.741,8.9149,10.195,7.8614,8.9501,10.134,8.6078,7.7461,9.0921,8.7699,10.918,9.6242,8.6432,7.3708,6.2776,11.036,11.068,10.493,8.3982,9.2426,9.3122,11.283,9.2038,10.523,8.439,11.114,9.6853,9.3427,9.4222,8.988
7.0286,7.1026,7.0024,8.2756,6.4271,7.1288,6.232,6.2357,6.0394,6.3147,6.1158,5.0108,7.0172,6.0937,7.1666,7.1068,6.9174,6.5784,6.9081,7.0335,7.4031,7.7577,6.3787,6.6568,6.6947,7.8919,7.0809,5.9467,6.8808,6.1006,5.6464,8.6463,6.7998,5.7611,6.2506,6.9828,6.9962,6.3611,6.4481,6.5647,6.9676,8.503,8.6341,6.8858,5.8123,8.4862
7.1814,7.2808,7.1021,8.5924,6.7583,7.1421,6.5677,6.6474,6.504,6.7178,6.4445,5.1667,7.4016,5.9767,7.7889,7.7055,7.1693,6.585,7.4211,7.1096,7.7481,8.0083,6.6344,6.8983,6.8705,7.9557,7.4553,6.357,7.2222,6.3121,5.7345,8.9767,7.3558,6.2801,6.5426,7.3521,7.4795,6.7336,6.6838,6.7915,6.9953,7.9465,8.9907,7.0946,5.5492,8.6832
7.2483,7.3251,7.1231,7.9618,6.6601,7.107,6.6501,6.6337,6.3683,6.7027,6.6269,5.1806,7.2467,6.1087,7.6517,7.3957,7.2547,6.7048,7.1418,7.1063,7.5263,7.8462,6.6326,7.1003,6.7085,8.1612,7.3777,6.2534,7.1643,6.2649,5.783,8.7085,7.0655,6.1568,6.4403,7.2268,7.3186,6.7275,6.7474,6.7996,7.1838,8.5513,8.8897,6.9936,6.0095,8.6005
6.9954,8.0799,7.5229,8.8085,7.5469,7.6665,7.3871,7.4988,7.1361,7.1344,6.9321,5.4519,8.4283,6.6806,8.4892,8.2862,7.7823,6.7825,8.2814,7.6276,8.0276,8.1536,6.9394,7.8525,7.2217,8.5674,8.0758,6.7517,7.8529,6.8832,6.2268,9.6067,8.1824,7.108,6.7149,7.8648,8.3986,7.4825,6.8063,7.1456,8.0138,7.6375,9.5227,7.7874,6.4714,8.7036
7.1174,7.9685,7.7286,8.0899,7.854,7.7944,7.517,7.5532,6.9952,7.0701,7.0471,5.701,8.2477,7.0706,8.3507,8.1185,8.0714,6.8264,8.0942,7.8254,8.0297,8.5656,7.1498,8.127,7.5678,8.7514,7.8473,6.5545,7.9796,6.8348,6.552,9.3554,7.8273,6.7703,7.2521,8.032,8.2132,7.1251,6.8888,7.5064,8.2332,7.7161,9.566,7.6782,6.4941,8.9301
6.8899,7.9115,7.7162,9.2142,7.6863,7.5369,7.5741,7.5884,7.196,7.285,7.0942,5.766,8.2867,6.6811,8.7259,8.2649,8.0625,6.6783,8.2221,7.6489,8.1035,8.5502,7.1422,7.7919,7.7978,8.5101,8.1967,7.2343,7.898,7.2442,6.4473,9.6383,8.1958,7.0038,7.1295,8.2761,8.3921,7.378,6.872,7.3472,7.9967,7.7399,9.2101,7.4406,6.42,8.6545
6.9476,8.0881,7.8612,8.773,7.9603,7.6743,7.6569,7.7148,7.0745,7.4613,7.3331,6.0308,8.1774,6.7811,8.7665,8.3364,8.2539,6.7804,8.2507,7.7851,8.336,8.6884,7.3537,7.8669,8.2647,8.7011,8.31,7.2551,8.0516,7.1857,6.3925,9.6079,7.976,7.0504,7.3566,8.6562,8.7057,7.4596,6.9102,7.2539,8.187,8.0084,9.3381,7.4924,6.3198,8.8663
6.9604,7.9784,7.6243,8.8391,7.8047,7.697,7.6406,7.4707,7.0305,7.1754,7.1362,5.7942,8.302,6.709,8.6174,8.236,8.139,6.7723,8.3626,7.7245,8.1803,8.5358,7.2397,7.7804,7.7294,8.6015,8.247,7.1407,7.9223,7.2316,6.4403,9.6725,8.0582,7.0443,7.1169,8.1441,8.5723,7.3706,6.6639,7.2213,8.2468,7.6472,9.119,7.4566,6.298,8.8339
6.9218,8.0735,7.7311,8.9974,7.8841,7.8352,7.6889,7.5056,7.3817,7.3882,7.1984,5.871,8.3646,6.3142,8.8657,8.4232,8.1729,6.6989,8.552,7.6969,8.2834,8.8061,7.2247,7.8226,7.7673,8.8422,8.3125,7.0263,8.0328,7.285,6.4999,9.7565,8.3377,7.2541,7.1782,8.2872,8.8309,7.6557,6.866,7.3359,8.3088,7.8336,9.1947,7.4868,6.1743,8.8056
6.9244,7.9679,7.5398,8.7511,7.5343,7.4495,7.3137,7.4696,7.2984,7.5942,7.1432,5.7282,8.4382,6.6847,8.6866,8.7605,7.8272,6.982,8.448,7.5421,8.0079,8.6716,7.1181,7.6836,7.5858,8.23,8.0943,7.2758,7.6434,7.1668,6.4226,9.5581,8.478,7.6479,6.9622,8.2696,8.2752,7.9681,7.0389,7.953,7.8728,8.8628,9.4056,8.1214,6.7053,9.2667
6.7907,8.0002,7.5447,8.6027,7.6572,7.4826,7.4032,7.5328,7.1289,7.7456,7.1605,5.7626,8.4616,6.7445,8.6723,8.8212,7.9088,6.9523,8.484,7.781,8.08,8.709,7.2507,7.8238,7.7987,8.3663,8.1562,7.3269,7.8677,6.9554,6.4569,9.8442,8.549,7.5908,7.0804,8.4532,8.4373,7.9142,7.1622,8.0689,8.0677,8.8477,9.414,8.2149,6.5354,9.1855
6.6881,7.9168,7.4605,8.5764,7.5989,7.3602,7.1652,7.3813,7.4026,7.74,7.0767,5.796,8.3297,6.6362,8.6507,8.7902,7.8818,7.0495,8.3678,7.7419,7.9357,8.7227,7.1235,7.6516,7.7088,8.4171,8.0985,7.3883,7.7527,6.9904,6.3259,9.669,8.5298,7.6907,7.0779,8.2876,8.3629,7.8817,7.1312,8.2004,7.8282,8.8413,9.3031,8.297,6.8782,9.1235
7.1277,7.6985,7.3836,8.1515,7.2656,7.536,7.1453,7.3944,7.1316,7.6051,7.0195,5.9149,8.1898,6.7612,8.6708,8.9266,7.7731,6.966,8.3219,7.4324,7.9581,8.7543,6.9748,7.4603,7.503,7.9963,8.0632,7.4473,7.6005,6.9413,6.1742,9.7389,8.6173,7.8216,6.8473,8.0576,8.3433,7.8732,7.431,8.5063,7.8462,8.6727,9.1082,8.746,6.859,9.2325
6.8586,7.7515,7.4757,7.9803,7.1738,7.7147,7.1098,7.3647,7.0484,7.7937,7.2469,5.9647,8.2208,6.7535,8.6658,8.8552,7.9252,6.9008,8.4396,7.3266,8.0895,8.8093,7.1606,7.4943,7.7405,7.9888,8.0774,7.5482,7.6794,7.0808,6.5534,9.9261,8.6301,7.6985,7.0013,8.1445,8.4326,7.8271,7.348,8.6955,7.8053,8.9018,9.0811,8.6824,6.9686,9.3031
7.2459,7.435,7.4288,7.9906,7.1002,7.969,6.7954,7.0986,6.8201,7.352,6.8707,5.9005,8.1583,6.4986,8.2918,8.7292,7.7503,6.822,8.2438,7.2195,7.9519,8.5971,6.9848,7.2602,7.343,7.7882,7.6482,7.2675,7.4948,6.9851,6.3494,9.3995,8.6183,7.4764,6.5285,7.8669,7.8595,7.5661,6.9426,8.2266,7.6138,9.6524,9.1177,8.7354,6.6547,9.2664
6.9587,7.3668,7.2108,8.1094,6.9508,7.261,6.6208,6.6933,6.3481,6.6496,6.6597,5.3602,7.5203,6.2041,7.7654,7.7975,7.4192,6.6399,7.5431,7.2442,7.7445,8.0615,6.6216,7.0607,6.9975,8.1733,7.4224,6.364,7.4234,6.5199,5.9236,8.933,7.4015,6.3559,6.4909,7.4552,7.4557,6.883,6.7612,6.7408,7.3463,7.6967,9.1464,6.9994,6.0754,8.9097
7.1239,7.1198,6.9691,8.3185,6.2207,7.0574,6.4597,6.3426,6.0762,6.3111,6.2067,4.8519,7.0396,6.0906,7.2933,7.2268,6.9366,6.483,7.0957,6.8677,7.4436,7.7532,6.3711,6.7581,6.519,7.8078,7.1023,6.0962,6.9523,6.2188,5.7185,8.7269,6.9542,5.9644,6.1992,6.9298,7.1497,6.3583,6.7077,6.4741,6.9203,7.7841,8.6584,6.8337,5.657,8.5548
6.9932,7.3821,7.2295,8.121,6.9073,7.2713,6.7357,6.6595,6.4304,6.5771,6.7102,5.2054,7.2564,6.167,7.6973,7.5446,7.3652,6.6455,7.2511,7.3017,7.58,7.8891,6.5325,7.1367,6.8151,8.1189,7.4066,6.3152,7.1786,6.3183,5.8311,8.8576,7.131,6.1557,6.3873,7.3232,7.2981,6.7672,6.7232,6.8235,7.1149,8.284,9.0629,7.0575,6.0223,9.1792
7.2101,7.2689,7.2528,8.3007,6.903,7.3397,6.7078,6.7706,6.5537,6.6582,6.4127,5.3331,7.4067,6.1568,7.7725,7.692,7.4145,6.6684,7.4569,7.2901,7.7093,8.1814,6.6152,7.2272,7.0076,8.235,7.5364,6.3694,7.3135,6.4394,5.6875,8.7428,7.3331,6.1503,6.4312,7.5973,7.4535,6.9923,6.9271,6.8693,7.4544,7.6916,9.2866,7.1767,5.9178,8.9901
6.8026,7.6501,7.4651,8.314,7.1002,7.6271,6.8571,6.753,6.5985,6.9795,6.8931,5.2896,7.6259,6.2455,8.0101,7.6648,7.5126,6.4783,7.5399,7.4116,8.0997,8.0756,6.7049,7.3646,7.3339,8.4179,7.6292,6.7176,7.5083,6.4394,5.7699,9.0173,7.2918,6.3585,6.733,7.8161,7.7234,7.0011,6.8702,6.6401,7.6586,7.8219,9.3765,7.5271,6.0131,8.9524
6.899,7.5737,7.1475,8.1695,7.0118,7.1557,6.6451,6.6584,6.3978,6.7151,6.6549,5.3023,7.3932,6.0872,7.7812,7.6826,7.4303,6.5445,7.3369,7.4343,7.4996,8.1622,6.6901,7.2545,6.9472,8.1834,7.4113,6.303,7.2829,6.3212,6.0391,9.0193,7.2961,6.1936,6.5909,7.5572,7.545,6.7605,6.7152,7.0046,7.2866,7.7412,9.1687,7.2647,5.998,9.1729
6.9375,7.8667,7.4474,8.6656,7.4065,7.4651,6.9887,7.4056,7.0502,7.2946,7.0677,5.9351,8.2109,6.4813,8.5596,8.3005,7.8158,6.8734,8.2571,7.5697,7.928,8.5742,6.8378,7.7168,7.4161,8.2095,8.0334,7.1289,7.7103,6.9312,6.3728,9.5258,8.2866,7.311,6.7652,7.9698,8.2953,7.6602,6.8637,7.6314,7.5991,9.7101,9.2127,8.141,6.3963,9.1434
6.8354,7.8935,7.4727,8.6508,7.4495,7.4051,7.1978,7.1817,7.1025,7.3986,6.931,5.7944,8.3269,6.3976,8.4779,8.432,7.7534,6.877,8.1498,7.5397,7.9431,8.6039,6.9382,7.6161,7.4463,8.1373,7.9566,7.0023,7.6606,6.8285,6.2957,9.5109,8.1991,7.2483,6.8257,8.0431,8.1263,7.6811,6.9951,7.7372,7.7876,10.191,9.2425,8.0351,6.431,9.2155
6.9366,8.013,7.6202,8.501,7.54,7.4845,7.2869,7.5165,7.0935,7.528,7.1052,6.1304,8.4439,6.5544,8.6302,8.5814,7.9022,6.7765,8.36,7.696,8.0774,8.7314,7.0142,7.6857,7.8545,8.4559,8.2551,7.2515,7.7152,6.8188,6.1329,9.6879,8.5319,7.3668,7.089,8.162,8.3124,7.9383,7.1177,7.6836,8.0371,9.1014,9.2021,8.2358,6.6096,9.0923
6.7689,7.6274,7.2144,8.4543,7.3223,7.5118,6.987,6.8697,6.7519,6.9531,6.7373,5.5542,7.7477,6.1962,8.1624,8.0209,7.5043,6.5969,7.7631,7.4323,7.8194,8.2352,6.7359,7.3215,7.1795,8.4928,7.6923,6.7435,7.5947,6.5521,6.4233,9.2048,7.7663,6.7076,6.7567,7.7379,7.9493,7.0387,6.9764,6.9414,7.5102,7.7874,9.2943,7.7405,5.7633,9.0653
6.9294,7.3575,6.9128,8.6721,6.8887,7.2582,6.8238,6.7836,6.4444,6.9251,6.5718,5.1459,7.6686,6.0675,7.9221,7.7393,7.4952,6.553,7.4504,7.0779,7.6252,8.2168,6.6857,6.934,7.1341,8.0535,7.4933,6.5784,7.3732,6.3698,5.859,8.9788,7.2834,6.2386,6.6201,7.5398,7.5641,6.8761,6.767,6.971,7.1812,7.6466,9.0938,7.3286,5.6256,9.0391
6.9304,7.3227,7.1967,8.026,6.9949,7.1939,6.5556,6.5128,6.4985,6.5482,6.5925,5.172,7.2557,6.1579,7.6362,7.4185,7.3043,6.4276,7.2587,7.3145,7.533,7.9162,6.4319,7.1785,6.7053,8.0343,7.2821,6.1506,7.1764,6.0814,5.6299,8.7814,7.1351,6.144,6.4234,7.3011,7.2588,6.6567,6.6806,6.7765,7.2457,8.226,9.1044,7.0611,5.9286,8.7677
6.8296,7.3324,7.1244,8.0238,6.8668,7.1684,6.6964,6.5237,6.3359,6.5398,6.8009,5.0293,7.2536,6.2806,7.7049,7.569,7.2079,6.6569,7.3023,7.2241,7.6334,7.9283,6.4196,7.1652,6.6715,8.3118,7.4617,6.3056,7.2003,6.2823,5.8715,8.7877,7.1379,6.2098,6.3642,7.1178,7.4717,6.68,6.8295,6.4843,7.3644,7.8151,9.0696,7.3133,5.9866,8.859
6.8815,7.5296,7.2801,8.3344,7.1346,7.3495,6.9837,6.7388,6.5597,6.9818,6.6371,5.3871,7.8028,6.16,8.2043,7.8751,7.524,6.4218,7.7279,7.2265,7.7643,8.3542,6.6781,7.014,7.2075,8.3405,7.5229,6.6255,7.6068,6.7207,5.9839,9.1733,7.7519,6.6624,6.7406,7.6932,7.7734,7.027,6.8704,6.9017,7.3573,7.8213,9.1892,7.2742,5.8445,8.9489
7.0452,7.57,7.263,8.3213,7.1402,7.3527,6.8137,7.007,6.559,7.006,6.8441,5.506,7.7134,6.313,8.163,7.8135,7.7051,6.4194,7.5922,7.3892,7.8149,8.254,6.8336,7.2979,7.2012,8.2027,7.487,6.4259,7.4972,6.5783,6.0013,9.1663,7.6879,6.4474,6.6851,7.6124,7.7545,7.0685,6.7095,6.865,7.4903,8.2489,9.2675,7.3091,6.1078,9.0092
6.6986,7.9942,8.0834,8.472,7.6039,8.182,7.4593,7.5199,7.0614,7.2557,6.9427,5.9316,8.4564,6.9303,8.4869,8.4369,7.9883,6.9356,8.1247,7.713,8.234,8.2871,6.8507,7.5598,7.3398,8.5723,8.2507,6.8446,7.9261,7.318,6.0571,9.2908,8.083,7.2762,6.9876,7.5791,7.769,7.7722,6.9659,7.0866,8.1191,8.5176,11.71,8.1866,6.6547,10.401
6.5106,7.8813,7.994,8.3254,7.3458,7.9856,7.2116,7.2923,6.8418,7.1101,6.649,5.4996,8.4113,6.7142,8.2987,8.2201,7.9447,6.7649,8.0514,7.628,8.0159,7.9738,6.9558,7.4143,7.4606,8.2292,8.0001,6.8432,7.7742,7.2119,5.7337,9.1659,7.9926,7.1121,6.939,7.7448,7.6014,7.584,6.8087,7.1051,7.8881,9.2171,11.685,7.9962,6.5367,10.367
6.5255,7.8848,8.0412,8.2899,7.5325,8.0879,7.2829,7.3108,7.0585,7.2108,6.8174,5.7638,8.4581,6.7249,8.4208,8.5842,7.9469,6.775,8.132,7.6727,8.1448,8.3271,6.8871,7.5088,7.4026,8.4295,8.0933,6.9162,7.8734,7.0869,5.852,9.4751,8.2677,7.4058,6.9917,7.6702,7.797,7.8665,7.0455,7.1868,8.0292,7.7764,11.5,8.182,6.6823,10.128
6.4624,7.9275,7.9871,8.3057,7.4938,8.0785,7.4124,7.4035,7.1351,7.3005,6.9848,5.8132,8.3798,6.765,8.5139,8.3954,7.9333,6.9627,8.1632,7.8969,8.1042,8.443,7.0831,7.5587,7.5485,8.4201,8.1415,7.0138,7.9265,7.0924,5.8423,9.1766,8.1915,7.351,7.1647,7.7887,7.8421,7.7753,6.8488,7.2133,7.9768,7.209,11.473,7.9402,6.6965,9.7895
6.6094,7.9238,7.9011,8.2531,7.5773,8.0785,7.3788,7.5133,7.0878,7.1045,7.0428,5.8361,8.3959,6.7421,8.4516,8.5523,7.8401,6.8857,8.313,7.9909,8.2762,8.3297,7.1301,7.5572,7.4713,8.5729,8.2156,6.7447,7.8526,7.0924,5.8715,9.4537,8.2422,7.4737,7.1252,7.8363,8.044,7.7706,6.9309,7.145,8.054,7.2998,11.348,7.9828,6.8039,10.021
6.501,7.881,7.8868,8.3592,7.6265,7.965,7.4292,7.1621,7.0204,7.2524,7.0237,5.7915,8.292,6.7471,8.4006,8.4194,7.8574,6.9149,8.2058,7.8824,8.1491,8.4878,7.0301,7.5134,7.5536,8.5135,8.0291,7.0168,7.8404,7.0473,5.763,9.3001,8.3119,7.4873,7.1264,7.9215,8.0108,7.8516,7.1548,7.2609,7.933,7.4437,11.618,7.8282,6.7924,10.231
7.0044,7.8147,7.4791,8.3642,7.5194,7.2888,7.2937,7.4895,7.2362,7.5143,7.297,5.9011,8.3708,6.6924,8.6507,8.4175,7.7899,6.8587,8.3496,7.6908,7.9871,8.6419,6.9277,7.8228,7.5329,8.3172,8.0987,7.1445,7.8098,7.077,6.4743,9.7381,8.3925,7.3966,6.9024,8.1414,8.5032,7.8663,6.9139,7.6634,7.8239,8.8727,9.2754,8.2639,6.5919,9.2459
6.8859,7.9083,7.4181,8.5716,7.5408,7.4303,7.3391,7.3263,7.0495,7.5553,6.8869,5.7615,8.2685,6.5554,8.6485,8.533,7.753,6.8857,8.3836,7.6677,7.8968,8.7614,7.1603,7.5692,7.5972,8.2911,8.0989,7.2119,7.5971,6.8998,6.2895,9.725,8.4646,7.3874,7.0748,8.3008,8.3094,7.8509,7.0083,8.0284,7.768,8.8898,9.2641,8.1541,6.5325,9.2741
6.592,7.795,7.5241,8.1072,7.5775,7.4786,7.3381,7.4136,7.0775,7.7453,7.0339,6.0568,8.3157,6.6262,8.6653,8.4964,7.8063,6.9021,8.3444,7.6874,8.139,8.7559,7.1022,7.5224,7.6822,8.3689,8.0553,7.3306,7.839,6.957,6.1669,9.5459,8.369,7.2503,7.2068,8.2517,8.2567,7.8918,7.1921,8.0065,7.9792,9.0737,9.3029,8.1644,6.8296,9.1469
6.8712,7.912,7.4821,8.5501,7.6506,7.5898,7.4775,7.3083,7.2622,7.4548,7.1898,5.9798,8.5865,6.7547,8.6228,8.6518,7.8818,6.9394,8.3964,7.5946,8.0962,8.5621,7.0661,7.6728,7.79,8.5904,8.2562,7.0729,7.9198,7.1258,6.1384,9.4459,8.5337,7.5738,7.0103,8.0386,8.1569,7.9014,7.2698,7.8101,8.184,11.619,9.2828,7.919,6.7092,9.458
6.9121,7.9562,7.4734,8.5723,7.6132,7.5813,7.5754,7.3866,7.0788,7.5857,7.1561,5.7077,8.4692,6.7306,8.5809,8.5103,7.8641,6.9556,8.3968,7.6245,8.0503,8.4967,7.2048,7.6652,7.7073,8.5358,8.0889,7.1608,7.7943,6.9224,6.1975,9.6297,8.4896,7.6598,7.0386,8.1091,8.1069,7.8136,7.325,7.7859,7.9866,11.652,9.3301,7.8693,6.5175,9.4483
6.799,7.9292,7.5834,8.6167,7.5214,7.5595,7.3705,7.3876,7.0712,7.2937,6.9328,5.702,8.4816,6.6865,8.5434,8.5216,7.875,7.0095,8.3219,7.5651,7.9453,8.4276,7.0461,7.5458,7.5417,8.463,8.0716,7.0905,7.8916,6.9787,5.9613,9.457,8.3984,7.5488,6.8929,7.9925,8.0811,7.8279,7.0876,7.6023,7.9143,11.933,9.2828,7.7764,6.5302,9.2957
6.7401,7.9749,7.3132,7.3735,7.877,7.6057,7.734,7.4341,7.2388,7.2243,7.1795,6.6396,7.9244,6.683,8.732,8.4969,8.183,6.9428,8.4495,7.7469,8.2695,8.4381,6.9248,7.9225,7.6427,8.872,8.1674,7.0015,8.2072,7.2507,6.4923,9.6128,8.3046,7.0824,7.1108,8.1599,8.3394,7.6453,7.1962,7.2284,8.0978,10.532,9.1923,7.3678,6.3922,8.4944
6.6793,7.8256,7.6344,6.9352,7.7428,7.3417,7.6955,7.3606,7.1188,7.2583,7.2461,6.6236,7.6667,6.5254,8.4346,8.3453,8.1399,7.2853,8.1979,7.7172,7.8471,8.4295,7.4174,7.7438,7.7954,8.6028,8.139,7.3243,7.9626,7.2431,6.4427,9.5027,8.0102,6.9918,6.9257,8.2086,8.3113,7.2777,7.2295,7.333,7.9798,10.636,9.1402,7.6268,5.8929,8.3798
6.8017,8.163,7.8039,7.4745,7.8679,7.6631,7.7806,7.4725,7.3744,7.6633,7.2667,6.5902,8.2277,6.7042,8.7965,8.7464,8.3518,7.1135,8.5697,7.878,8.3147,8.7854,7.3666,7.967,7.9969,9.0371,8.4511,7.2664,8.212,7.4692,6.4774,9.6023,8.5011,7.3726,7.257,8.1658,8.4239,7.766,7.0264,7.3121,8.171,10.351,9.425,7.427,6.2195,8.4696
6.8507,7.6532,7.4467,8.4121,7.3909,7.5136,7.3184,7.221,7.0952,7.1855,7.1249,5.6152,8.1291,6.4693,8.2991,8.3244,7.75,6.8004,7.898,7.593,7.8791,8.1614,6.8935,7.4627,7.4164,8.5938,7.9581,7.0047,7.6479,6.8518,5.8017,9.2379,7.858,7.0454,6.8305,7.9525,7.6781,7.4164,6.9541,7.2035,7.8213,7.3526,9.7172,7.8574,6.3464,8.5677
6.6932,7.552,7.209,8.0486,7.249,7.3663,7.1732,7.3929,6.767,7.371,6.8855,5.4981,7.7342,6.2495,8.33,8.197,7.652,7.0075,7.83,7.4107,7.6535,8.3094,7.1444,7.414,7.6181,7.942,7.8126,7.0328,7.4364,6.9538,5.9045,8.9832,7.8452,6.8024,7.0262,8.155,7.8693,7.4553,6.9467,7.4939,7.742,7.491,9.5323,7.7332,6.1276,8.6916
6.6972,7.7951,7.6255,8.0728,7.5978,7.5131,7.3179,7.2636,6.9983,7.3564,7.119,5.8659,8.1529,6.6259,8.4919,8.4163,7.8768,6.9223,8.0328,7.7732,7.9395,8.4513,7.0586,7.5859,7.6792,8.5689,8.0738,7.0627,7.7826,6.9453,5.8765,9.3348,8.1551,7.1584,6.9397,8.0414,8.0157,7.6823,6.7918,7.3994,7.8213,7.3089,9.8514,7.8105,6.5174,8.7586
6.0568,7.8311,7.4465,6.8351,7.5976,7.5537,7.6311,7.0047,6.9985,6.9015,7.1099,6.7994,7.7909,6.6782,8.4813,8.3026,7.9723,6.9121,8.0876,7.8503,8.0308,8.3228,6.8412,7.8913,7.7732,8.6521,8.1007,7.1071,7.961,7.1565,7.0178,9.3613,8.043,7.0132,6.8348,8.0006,8.1721,7.3963,7.0553,7.0196,8.0075,8.3016,9.3976,7.5966,5.9081,8.5315
6.9687,7.8637,7.652,6.9805,7.7583,7.5576,7.7744,7.4419,7.0115,7.3485,7.3355,6.5299,7.829,6.4946,8.7442,8.5668,7.8211,6.8754,8.233,7.7984,8.2701,8.5151,7.1103,7.9204,7.771,8.8664,8.3829,7.1299,7.7988,7.3548,6.9286,9.7547,8.2473,7.0305,7.0664,8.2391,8.4441,7.3755,6.9073,7.0125,8.213,8.2856,9.2431,7.6329,6.1525,8.3891
6.8099,7.7565,7.4815,7.1156,7.7263,7.4208,7.5942,6.8825,7.032,7.1718,7.3216,6.7456,8.0264,6.6758,8.7319,8.4387,8.018,7.1923,8.2856,7.7999,8.2533,8.6807,7.0758,7.8539,7.8676,8.7587,8.2957,7.1787,7.9234,7.2482,6.8926,9.523,8.1041,7.1718,7.201,8.2826,8.3134,7.3991,6.8736,7.1087,8.2081,8.2317,9.3073,7.3042,6.1904,8.424
6.5723,7.8623,7.4882,6.9679,7.5824,7.6523,7.7273,7.0903,6.8912,7.0304,7.0328,6.6811,7.8268,6.4636,8.574,8.4962,8.1373,6.9517,8.3096,7.84,8.1083,8.5755,7.2123,7.8383,7.8035,8.6098,8.2229,7.0902,8.0053,7.3398,7.0781,9.5986,8.0902,7.1845,7.0415,7.96,8.3062,7.4388,6.8513,6.8823,8.0082,7.6315,9.3086,7.3698,5.9735,8.4042
6.6036,7.9946,7.6474,6.9359,7.7988,7.6477,7.7065,7.0028,6.8827,7.4037,7.3235,6.7404,7.8441,6.7927,8.634,8.3351,8.1188,6.8914,8.0776,7.8803,8.2818,8.5539,7.4359,7.8671,7.7507,8.8685,7.9736,7.1703,8.1583,7.1719,6.6614,9.4802,7.9347,6.6619,6.9772,8.0598,8.4048,7.4158,7.0116,7.171,8.1633,7.9015,9.3464,7.4838,5.9923,8.4627
6.7332,7.8047,7.5885,7.1682,7.6937,7.5483,7.7844,7.3902,7.183,7.1674,7.2053,6.6283,8.0687,6.6365,8.7181,8.5146,7.9081,6.5232,8.2456,7.7453,8.1894,8.5356,7.1586,7.8447,7.6465,8.8552,8.0913,6.9762,7.9314,7.2562,7.0034,9.6225,7.9652,7.0778,7.0532,7.9488,8.4314,7.3861,6.7734,7.1448,7.9195,7.6905,9.3626,7.6448,5.934,8.4163
